"","date","Address","pcode","County","cost","market","vat","des"
"246","11/01/2018","74 KILBARRON AVENUE, COOLOCK, DUBLIN 5","Dublin 5","Dublin","250,000.00","Yes","No","Second-Hand Dwelling house /Apartment"
"247","11/01/2018","8 Grace Park Grove, Grace Park Wood, Grace Park Road","Dublin 9","Dublin","423,000.00","No","Yes","New Dwelling house /Apartment"
"248","11/01/2018","89 FAIRLAWN RD, FINGLAS SOUTH, DUBLIN 11","Dublin 11","Dublin","175,000.00","No","No","Second-Hand Dwelling house /Apartment"
"252","12/01/2018","1 LANESBOROUGH SQAUARE, ST MARGARETS RD, DUBLIN 11","Dublin 11","Dublin","188,000.00","No","No","Second-Hand Dwelling house /Apartment"
"254","12/01/2018","10 HIGHLAND GROVE, THE PARK, CABINTEELY DUBLIN 18","Dublin 18","Dublin","520,000.00","No","No","Second-Hand Dwelling house /Apartment"
"255","12/01/2018","118 SOUTH CIRCULAR RD, DUBLIN 8, DUBLIN","Dublin 8","Dublin","330,000.00","No","No","Second-Hand Dwelling house /Apartment"
"256","12/01/2018","12 DEERPARK LAWN, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin","1,425,000.00","No","No","Second-Hand Dwelling house /Apartment"
"257","12/01/2018","12 Larkfield Glade, Clay Farm, Leopardstown","Dublin 18","Dublin","427,313.00","No","Yes","New Dwelling house /Apartment"
"258","12/01/2018","12 SADDLERS GLADE, MULHUDDART, DUBLIN","Dublin 15","Dublin","260,000.00","No","No","Second-Hand Dwelling house /Apartment"
"259","12/01/2018","12 THOMAS DAVIS ST WEST, INCHICORE, DUBLIN 8","Dublin 8","Dublin","245,000.00","No","No","Second-Hand Dwelling house /Apartment"
"260","12/01/2018","13 OTTERBROOK, RATHFARNHAM, DUBLIN 14","Dublin 14","Dublin","390,000.00","No","No","Second-Hand Dwelling house /Apartment"
"262","12/01/2018","14 KENNELSFORT RD UPPER, PALMERSTOWN, DUBLIN 20","Dublin 20","Dublin","322,000.00","No","No","Second-Hand Dwelling house /Apartment"
"263","12/01/2018","146 FOREST HILLS, RATHCOOLE, DUBLIN","Dublin 24","Dublin","280,000.00","No","No","Second-Hand Dwelling house /Apartment"
"264","12/01/2018","147 COLLINS AVE EAST, KILLESTER, DUBLIN 5","Dublin 5","Dublin","290,000.00","No","No","Second-Hand Dwelling house /Apartment"
"265","12/01/2018","148 KILDARE RD, CRUMLIN, DUBLIN 12","Dublin 12","Dublin","291,000.00","No","No","Second-Hand Dwelling house /Apartment"
"266","12/01/2018","18 HOLLY PARK, CORBAWN LANE, SHANKILL","Dublin 18","Dublin","500,000.00","No","No","Second-Hand Dwelling house /Apartment"
"267","12/01/2018","19 GREEN CASTLE AVE, COOLOCK, DUBLIN 17","Dublin 17","Dublin","235,000.00","No","No","Second-Hand Dwelling house /Apartment"
"268","12/01/2018","19 MEADOWFIELD, SANDYFORD, DUBLIN 18","Dublin 18","Dublin","128,783.00","No","No","Second-Hand Dwelling house /Apartment"
"269","12/01/2018","19 MOUNT PROSPECT PARK, CLONTARF, DUBLIN 3","Dublin 3","Dublin","142,812.50","Yes","No","Second-Hand Dwelling house /Apartment"
"271","12/01/2018","2 GREEN PARK, ORWELL RD, RATHGAR DUBLIN 14","Dublin 14","Dublin","1,650,000.00","No","No","Second-Hand Dwelling house /Apartment"
"274","12/01/2018","21 LYMEWOOD MEWS, SANTRY, DUBLIN 9","Dublin 9","Dublin","250,000.00","No","No","Second-Hand Dwelling house /Apartment"
"275","12/01/2018","211 CLOGHER ROAD, CRUMLIN, DUBLIN 12","Dublin 12","Dublin","340,000.00","No","No","Second-Hand Dwelling house /Apartment"
"276","12/01/2018","24 MOUNT DRUMMOND SQ, HAROLDS CROSS, DUBLIN 6","Dublin 6","Dublin","490,000.00","No","No","Second-Hand Dwelling house /Apartment"
"277","12/01/2018","26 MERLYN RD, BALLSBRIDGE, DUBLIN 4","Dublin 4","Dublin","920,000.00","No","No","Second-Hand Dwelling house /Apartment"
"279","12/01/2018","27C LANDSDOWNE VALLEY, SLIEVEBLOOM RD, DRIMNAGH","Dublin 12","Dublin","213,000.00","No","No","Second-Hand Dwelling house /Apartment"
"281","12/01/2018","29 SHELTON PARK, KIMMAGE RD WEST, DUBLIN 12","Dublin 12","Dublin","535,000.00","No","No","Second-Hand Dwelling house /Apartment"
"282","12/01/2018","3 HARCOURT LODGE, INCHICORE, DUBLIN 8","Dublin 8","Dublin","294,000.00","No","No","Second-Hand Dwelling house /Apartment"
"283","12/01/2018","3 PODDLE GREEN, PODDLE PARK RD, KIMMAGE DUBLIN 12","Dublin 12","Dublin","330,000.00","No","No","Second-Hand Dwelling house /Apartment"
"284","12/01/2018","3 THE GROVE, WOODPARK, BALLINTEER DUBLIN 16","Dublin 16","Dublin","450,000.00","No","No","Second-Hand Dwelling house /Apartment"
"285","12/01/2018","30 ARANLEIGH MOUNT, RATHFARNHAM, DUBLIN 16","Dublin 14","Dublin","615,000.00","No","No","Second-Hand Dwelling house /Apartment"
"287","12/01/2018","328 GRACE PARK MANOR, DRUMCONDRA, DUBLIN 9","Dublin 9","Dublin","300,000.00","No","No","Second-Hand Dwelling house /Apartment"
"288","12/01/2018","38 OAKDALE CLOSE, BALLYCULLEN, DUBLIN 24","Dublin 24","Dublin","140,000.00","Yes","No","Second-Hand Dwelling house /Apartment"
"289","12/01/2018","39d McKelvey Avenue, Finglas, Dublin 11","Dublin 11","Dublin","264,317.00","No","Yes","New Dwelling house /Apartment"
"290","12/01/2018","4 ASHLEIGH COURT, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin","266,000.00","No","No","Second-Hand Dwelling house /Apartment"
"292","12/01/2018","4 MARTELLO TERRACE, STRAND RD, SUTTON DUBLIN 13","Dublin 13","Dublin","100,000.00","Yes","No","Second-Hand Dwelling house /Apartment"
"294","12/01/2018","42 FOXHILL AVE, AYRFIELD, BALDOYLE","Dublin 13","Dublin","340,000.00","No","No","Second-Hand Dwelling house /Apartment"
"295","12/01/2018","43 WALNUT LAWN, DRUMCONDRA, DUBLIN 9","Dublin 9","Dublin","625,000.00","No","No","Second-Hand Dwelling house /Apartment"
"296","12/01/2018","44 BEECH PARK DR, FOXROCK, DUBLIN 18","Dublin 18","Dublin","792,500.00","No","No","Second-Hand Dwelling house /Apartment"
"297","12/01/2018","44 MYRTLE HOUSE, LONGFIELD RD, THE COAST DUBLIN 13","Dublin 13","Dublin","250,000.00","No","No","Second-Hand Dwelling house /Apartment"
"298","12/01/2018","45 THE MALTINGS, BONHAM ST, DUBLIN","Dublin 8","Dublin","187,000.00","No","No","Second-Hand Dwelling house /Apartment"
"299","12/01/2018","46 HYBRAZIL, SOUTH CIRCULAR, KILMAINHAM DUBLIN 9","Dublin 9","Dublin","190,000.00","No","No","Second-Hand Dwelling house /Apartment"
"300","12/01/2018","47 KINCORA GROVE, CLONTARF, DUBLIN 3","Dublin 3","Dublin","705,000.00","No","No","Second-Hand Dwelling house /Apartment"
"302","12/01/2018","5 MONASTERY GATE AVE, MONASTERY RD, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","257,000.00","No","No","Second-Hand Dwelling house /Apartment"
"303","12/01/2018","53 Orwell Gate, Block A, Marianella","Dublin 6","Dublin","493,392.07","No","Yes","New Dwelling house /Apartment"
"305","12/01/2018","55 BRIDGEWATER QUAY, ISLANDBRIDGE, CONNINGHAM RD","Dublin 8","Dublin","410,000.00","No","No","Second-Hand Dwelling house /Apartment"
"306","12/01/2018","59 MAYESTON CRESENT, ST MARGARETS RD, FINGLAS DUBLIN 11","Dublin 11","Dublin","205,000.00","No","No","Second-Hand Dwelling house /Apartment"
"308","12/01/2018","65 LISDALE AVE, DRIMNAGH, DUBLIN 12","Dublin 12","Dublin","265,000.00","No","No","Second-Hand Dwelling house /Apartment"
"309","12/01/2018","67 CABRA ROAD, DUBLIN 7","Dublin 7","Dublin","470,000.00","No","No","Second-Hand Dwelling house /Apartment"
"310","12/01/2018","68 MOUNTAIN VIEW, CRINKEN GLEN, SHANKILL","Dublin 18","Dublin","430,000.00","No","No","Second-Hand Dwelling house /Apartment"
"313","12/01/2018","74 THE VILLAGE, PORTERSTOWN RD, CLONSILLA DUBLIN 15","Dublin 15","Dublin","300,000.00","No","No","Second-Hand Dwelling house /Apartment"
"314","12/01/2018","76 RATHDRUM RD, DUBLIN 12, DUBLIN","Dublin 12","Dublin","295,000.00","No","No","Second-Hand Dwelling house /Apartment"
"315","12/01/2018","76, O MOORE ROAD, BALLYFERMOT DUBLIN 10","Dublin 10","Dublin","93,900.00","Yes","No","Second-Hand Dwelling house /Apartment"
"317","12/01/2018","83 Silken Park Avenue, Old Naas Road, Kingswoo","Dublin 24","Dublin","264,273.00","No","Yes","New Dwelling house /Apartment"
"318","12/01/2018","84 GRANGE RD, BALDOYLE, DUBLIN 13","Dublin 13","Dublin","440,000.00","No","No","Second-Hand Dwelling house /Apartment"
"319","12/01/2018","9 MEADOW DR, HARTSTOWN CLONSILLA, DUBLIN 15","Dublin 15","Dublin","242,000.00","No","No","Second-Hand Dwelling house /Apartment"
"320","12/01/2018","92 SHREWSBURY PARK, BALLSBRIDGE, DUBLIN 4","Dublin 4","Dublin","547,500.00","No","No","Second-Hand Dwelling house /Apartment"
"322","12/01/2018","APT 200 BLOCK H, TRAMYARD, INCHICORE DUBLIN 8","Dublin 8","Dublin","272,500.00","No","No","Second-Hand Dwelling house /Apartment"
"323","12/01/2018","APT 39, ST LUKES GATE, THE COOMBE","Dublin 8","Dublin","225,000.00","No","No","Second-Hand Dwelling house /Apartment"
"325","12/01/2018","APT 5, 17 MARKS ALLEY WEST, DUBLIN","Dublin 8","Dublin","250,000.00","No","No","Second-Hand Dwelling house /Apartment"
"326","12/01/2018","APT 5, SACKVILLE COURT, BLESSINGTON STREET","Dublin 7","Dublin","188,000.00","No","No","Second-Hand Dwelling house /Apartment"
"327","12/01/2018","APT 7, 17 MARKS ALLEY WEST, DUBLIN","Dublin 8","Dublin","250,000.00","No","No","Second-Hand Dwelling house /Apartment"
"330","14/01/2018","6 the crescent, scholarstown wood, scholarstown rd","Dublin 16","Dublin","406,550.00","No","Yes","New Dwelling house /Apartment"
"331","14/01/2018","APARTMENT 140 RATHMINES TOWN CENTRE, RATHMINES, DUBIN 6","Dublin 6","Dublin","315,000.00","No","No","Second-Hand Dwelling house /Apartment"
"333","15/01/2018","11 Dodderbrook Avenue, Oldcourt Road, Ballycullen","Dublin 24","Dublin","339,218.00","No","Yes","New Dwelling house /Apartment"
"334","15/01/2018","12 ROCKVIEW, BLACKGLEN RD, SANDYFORD DUBLIN 18","Dublin 18","Dublin","290,000.00","No","No","Second-Hand Dwelling house /Apartment"
"335","15/01/2018","13 GRANGE MANOR DR, RATHFARNHAM, DUBLIN 16","Dublin 16","Dublin","553,000.00","No","No","Second-Hand Dwelling house /Apartment"
"340","15/01/2018","23 CAPPAGH DR, FINGLAS WEST, DUBLIN 11","Dublin 11","Dublin","195,000.00","No","No","Second-Hand Dwelling house /Apartment"
"342","15/01/2018","28 ANNE DEVLIN AVENUE, RATHFARNHAM, DUBLIN 14","Dublin 14","Dublin","200,000.00","Yes","No","Second-Hand Dwelling house /Apartment"
"345","15/01/2018","32B DUNSINK DR, FINGLAS, DUBLIN 11","Dublin 11","Dublin","180,000.00","Yes","No","Second-Hand Dwelling house /Apartment"
"346","15/01/2018","358 NUTGROVE AVE, CHURCHTOWN DUBLIN 14, DUBLIN","Dublin 14","Dublin","520,000.00","No","No","Second-Hand Dwelling house /Apartment"
"347","15/01/2018","36 SEACLIFF AVE, BALDOYLE, DUBLIN 13","Dublin 13","Dublin","308,000.00","No","No","Second-Hand Dwelling house /Apartment"
"348","15/01/2018","36 VERNON GARDENS, CLONTARF, DUBLIN 3","Dublin 3","Dublin","630,000.00","No","No","Second-Hand Dwelling house /Apartment"
"349","15/01/2018","38 ST JOHNS, PARK AVE, SANDYMOUNT DUBLIN 4","Dublin 4","Dublin","750,000.00","No","No","Second-Hand Dwelling house /Apartment"
"350","15/01/2018","4 BARNWELL GREEN, BARNWELL HANSFIELD, ONGAR DUBLIN 15","Dublin 15","Dublin","300,000.00","No","No","Second-Hand Dwelling house /Apartment"
"352","15/01/2018","46 WOODBINE RD, RAHENY, DUBLIN 5","Dublin 5","Dublin","185,000.00","Yes","No","Second-Hand Dwelling house /Apartment"
"354","15/01/2018","48 LLEWELLYN PARK, RATHFARNHAM, DUBLIN 16","Dublin 16","Dublin","420,000.00","No","No","Second-Hand Dwelling house /Apartment"
"355","15/01/2018","52 SAGGART LODGE COURT, GARTERS LANE, SAGGART","Dublin 24","Dublin","305,000.00","No","No","Second-Hand Dwelling house /Apartment"
"357","15/01/2018","56 KYLEMORE AVE, BALLYFERMOT, DUBLIN 10","Dublin 10","Dublin","270,000.00","No","No","Second-Hand Dwelling house /Apartment"
"359","15/01/2018","62 THE OAKS, ROCKFIELD, DUNDRUM","Dublin 16","Dublin","390,000.00","No","No","Second-Hand Dwelling house /Apartment"
"361","15/01/2018","8 KILCRONAN CLOSE, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","215,000.00","No","No","Second-Hand Dwelling house /Apartment"
"362","15/01/2018","9 Grace Park Grove, Grace Park Wood, Drumcondra","Dublin 9","Dublin","423,850.00","No","Yes","New Dwelling house /Apartment"
"363","15/01/2018","9 WELLINGTON LODGE, SERPENTINE AVENUE, DUBLIN 4","Dublin 4","Dublin","310,000.00","No","No","Second-Hand Dwelling house /Apartment"
"364","15/01/2018","ALTHAFOYLE, 2 ARDILEA DOWNS, MOUNT ANVILLE RD DUBLIN 14","Dublin 14","Dublin","850,000.00","No","No","Second-Hand Dwelling house /Apartment"
"367","15/01/2018","APT 24 HENRIETTA HALL, 43 45 BOLTON ST, DUBLIN 1","Dublin 1","Dublin","255,000.00","No","No","Second-Hand Dwelling house /Apartment"
"368","15/01/2018","Flats 1 2 3 4 and 5, ALCOR HOUSE, 21-22 HARCOURT RD DUBLIN 2","Dublin 2","Dublin","1,755,000.00","No","No","Second-Hand Dwelling house /Apartment"
"369","15/01/2018","OLDCOURT, BRIGHTON AVE, FOXROCK DUBLIN 18","Dublin 18","Dublin","1,300,000.00","No","No","Second-Hand Dwelling house /Apartment"
"370","15/01/2018","UNIT 25 SEASCAPE, 366 CLONTARF ROAD, DUBLIN3","Dublin 3","Dublin","727,000.00","No","No","Second-Hand Dwelling house /Apartment"
"373","16/01/2018","11 Terenure Gate, Terenure Road West","Dublin 6w","Dublin","537,443.00","No","Yes","New Dwelling house /Apartment"
"375","16/01/2018","16 The Way, Citywest Village, Citywest","Dublin 24","Dublin","281,937.00","No","Yes","New Dwelling house /Apartment"
"376","16/01/2018","167 WHITEHALL RD, PERRYSTOWN, DUBLIN 12","Dublin 12","Dublin","495,000.00","No","No","Second-Hand Dwelling house /Apartment"
"377","16/01/2018","21 NEWBRIDGE AVE, SANDYMOUNT, DUBLIN 4","Dublin 4","Dublin","950,000.00","No","No","Second-Hand Dwelling house /Apartment"
"378","16/01/2018","22 BANCROFT RD, DUBLIN 24, DUBLIN","Dublin 24","Dublin","412,500.00","No","No","Second-Hand Dwelling house /Apartment"
"380","16/01/2018","22 PROSPECT COURT, STOCKING LANE, RATHFARNHAM","Dublin 16","Dublin","470,000.00","No","No","Second-Hand Dwelling house /Apartment"
"384","16/01/2018","28 CASTLEGRANGE GREEN, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","240,000.00","No","No","Second-Hand Dwelling house /Apartment"
"387","16/01/2018","35 THE OVAL, TULLYVALE, CABINTEELY DUBLIN 18","Dublin 18","Dublin","264,000.00","No","No","Second-Hand Dwelling house /Apartment"
"388","16/01/2018","37 WOOD DALE CLOSE, BALLYCULLEN, DUBLIN 24","Dublin 24","Dublin","372,000.00","No","No","Second-Hand Dwelling house /Apartment"
"389","16/01/2018","4 ST KILLIANS PARK, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","165,000.00","No","No","Second-Hand Dwelling house /Apartment"
"390","16/01/2018","40 MOUNT DRUMMOND SQ, HAROLDS CROSS, DUBLIN 6","Dublin 6","Dublin","425,000.00","No","No","Second-Hand Dwelling house /Apartment"
"393","16/01/2018","5 CHANDLERS GUILD, JAMESS ST, DUBLIN 8","Dublin 8","Dublin","236,000.00","No","No","Second-Hand Dwelling house /Apartment"
"395","16/01/2018","5 ST MARYS PARK, DRIMNAGH, DUBLIN 12","Dublin 12","Dublin","416,000.00","No","No","Second-Hand Dwelling house /Apartment"
"396","16/01/2018","50 RIVERVALE, ASHTOWN, DUBLIN 15","Dublin 15","Dublin","285,000.00","No","No","Second-Hand Dwelling house /Apartment"
"397","16/01/2018","53 ROSEHAVEN, CARPENTERSTOWN ROAD, DUBLIN 15","Dublin 15","Dublin","284,000.00","No","No","Second-Hand Dwelling house /Apartment"
"401","16/01/2018","61 FOREST DR, KINGSWOOD HEIGHTS, TALLAGHT DUBLIN 24","Dublin 24","Dublin","333,000.00","No","No","Second-Hand Dwelling house /Apartment"
"402","16/01/2018","69 NEW BANCROFT, HALL MAIN ST, TALLAGHT VILLAGE DUBLIN 24","Dublin 24","Dublin","231,000.00","No","No","Second-Hand Dwelling house /Apartment"
"405","16/01/2018","86 ST IGNATIUS RD, PHIBSBORO, DUBLIN 7","Dublin 7","Dublin","350,000.00","No","No","Second-Hand Dwelling house /Apartment"
"409","16/01/2018","APT 2, BARROW HOUSE, CUSTOM HOUSE SQ DUBLIN 1","Dublin 1","Dublin","305,000.00","No","No","Second-Hand Dwelling house /Apartment"
"411","17/01/2018","11 THE PAVILION, MARINE ROAD, DUN LAOGHAIRE","Dublin 15","Dublin","310,000.00","No","No","Second-Hand Dwelling house /Apartment"
"412","17/01/2018","111 KILCRONAN AVE, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","26,918.22","Yes","No","Second-Hand Dwelling house /Apartment"
"413","17/01/2018","12 RIVERWOOD GREEN, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin","413,000.00","No","No","Second-Hand Dwelling house /Apartment"
"416","17/01/2018","171 CAPPAGHMORE, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","318,000.00","No","No","Second-Hand Dwelling house /Apartment"
"419","17/01/2018","2 Knockrabo Court, Mount Anville Road","Dublin 2","Dublin","704,845.00","No","Yes","New Dwelling house /Apartment"
"420","17/01/2018","2 THORNDALE GROVE, MALAHIDE RD, DUBLIN 5","Dublin 5","Dublin","515,000.00","No","No","Second-Hand Dwelling house /Apartment"
"421","17/01/2018","25 RIVERSDALE GREEN, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","310,000.00","No","No","Second-Hand Dwelling house /Apartment"
"422","17/01/2018","25 SHANLISS WALK, SANTRY, DUBLIN 9","Dublin 9","Dublin","345,000.00","No","No","Second-Hand Dwelling house /Apartment"
"424","17/01/2018","29 TEMPLEVIEW AVE, CLAREHALL, DUBLIN 13","Dublin 13","Dublin","315,000.00","No","No","Second-Hand Dwelling house /Apartment"
"426","17/01/2018","36 ROYAL CANAL AVENUE, ROYAL CANAL PARK, RATOATH ROAD","Dublin 15","Dublin","383,259.00","No","Yes","New Dwelling house /Apartment"
"427","17/01/2018","363 CAPTAINS RD, DUBLIN 12, DUBLIN","Dublin 12","Dublin","295,000.00","No","No","Second-Hand Dwelling house /Apartment"
"428","17/01/2018","37 GLIN GROVE, COOLOCK, DUBLIN 17","Dublin 17","Dublin","273,000.00","No","No","Second-Hand Dwelling house /Apartment"
"430","17/01/2018","39 Royal Canal Avenue, Royal Canal Park, Ratoath Road","Dublin 15","Dublin","393,805.31","No","Yes","New Dwelling house /Apartment"
"431","17/01/2018","4 LUCERNE, 39 CASTLE AVE, CLONTARF DUBLIN 3","Dublin 3","Dublin","325,500.00","No","No","Second-Hand Dwelling house /Apartment"
"433","17/01/2018","77 WINGFIELD, ENNISKERRY RD, STEPASIDE DUBLIN 18","Dublin 18","Dublin","510,000.00","No","No","Second-Hand Dwelling house /Apartment"
"435","17/01/2018","89 SHREWSBURY, BALLSBRIDGE, DUBLIN 4","Dublin 4","Dublin","660,000.00","No","No","Second-Hand Dwelling house /Apartment"
"436","17/01/2018","APT 1110 LEVEL ELEVEN, VANTAGE EAST CENTRAL PARK, LEOPARDSTOWN RD","Dublin 18","Dublin","495,000.00","No","No","Second-Hand Dwelling house /Apartment"
"437","17/01/2018","APT 13 DARGLE HOUSE, IFSC, DUBLIN 1","Dublin 1","Dublin","535,000.00","No","No","Second-Hand Dwelling house /Apartment"
"438","17/01/2018","APT 25 BLOCK A, SMITHFIELD MARKET, SMITHFIELD","Dublin 7","Dublin","395,000.00","No","No","Second-Hand Dwelling house /Apartment"
"439","17/01/2018","APT 45, 125 FRANCIS ST, DUBLIN 8","Dublin 8","Dublin","245,000.00","No","No","Second-Hand Dwelling house /Apartment"
"440","17/01/2018","APT 54 WESTGATE, ST AUGUSTINE ST, DUBLIN 8","Dublin 8","Dublin","260,000.00","No","No","Second-Hand Dwelling house /Apartment"
"441","17/01/2018","APT 9, 1 BEAU PARK ST, CLONGRIFFIN DUBLIN 13","Dublin 13","Dublin","265,000.00","No","No","Second-Hand Dwelling house /Apartment"
"444","18/01/2018","1 WESLEY RD, RATHGAR, DUBLIN 6","Dublin 6","Dublin","722,000.00","No","No","Second-Hand Dwelling house /Apartment"
"445","18/01/2018","10 Cuil Duin Row, Cuil Duin, Citywest","Dublin 24","Dublin","259,911.00","No","Yes","New Dwelling house /Apartment"
"449","18/01/2018","13 ST MARYS RD, BALLSBRIDGE, DUBLIN 4","Dublin 4","Dublin","525,000.00","No","No","Second-Hand Dwelling house /Apartment"
"450","18/01/2018","14 THE DRIVE, PHEASANTS RUN, DUBLIN 15","Dublin 15","Dublin","305,000.00","No","No","Second-Hand Dwelling house /Apartment"
"452","18/01/2018","153 PARK AVE, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin","793,500.00","No","No","Second-Hand Dwelling house /Apartment"
"454","18/01/2018","2 RAILWAY CLOSE, CLONGRIFFIN, DUBLIN 13","Dublin 13","Dublin","234,000.00","No","No","Second-Hand Dwelling house /Apartment"
"455","18/01/2018","20 GLENMALURE SQ, MILLTOWN, DUBLIN 6","Dublin 6","Dublin","375,000.00","No","No","Second-Hand Dwelling house /Apartment"
"456","18/01/2018","23 CLONARD DR, SANDYFORD RD, DUBLIN 16","Dublin 16","Dublin","642,000.00","No","No","Second-Hand Dwelling house /Apartment"
"458","18/01/2018","25 ENNAFORT PK, DUBLIN 5, DUBLIN","Dublin 5","Dublin","520,000.00","No","No","Second-Hand Dwelling house /Apartment"
"463","18/01/2018","33 RING TCE, DUBLIN 8, DUBLIN","Dublin 8","Dublin","295,000.00","No","No","Second-Hand Dwelling house /Apartment"
"465","18/01/2018","4 Martin Close, Blackhorse Avenue","Dublin 7","Dublin","497,797.35","No","Yes","New Dwelling house /Apartment"
"466","18/01/2018","41 Royal Canal Avenue, Royal Canal Park, Ratoath Road","Dublin 15","Dublin","392,070.00","No","Yes","New Dwelling house /Apartment"
